contig	genus
NODE_10975_length_227_cov_0.784884	Chivirus
NODE_10976_length_227_cov_0.784884	Abouovirus
NODE_10977_length_227_cov_0.784884	Tinduovirus
NODE_10979_length_227_cov_0.784884	Phietavirus
NODE_10980_length_227_cov_0.779070	Fengtaivirus
NODE_10981_length_227_cov_0.779070	Nonagvirus
NODE_10984_length_227_cov_0.773256	Vicugna
NODE_10985_length_227_cov_0.773256	Webervirus
NODE_10986_length_227_cov_0.767442	Pamexvirus
NODE_10989_length_227_cov_0.680233	Enhodamvirus
NODE_10990_length_227_cov_0.662791	Przondovirus
NODE_10991_length_227_cov_0.662791	Oneupvirus
NODE_10992_length_227_cov_0.610465	Lederbergvirus
NODE_10993_length_226_cov_11.456140	Tequatrovirus
NODE_10994_length_226_cov_8.812865	Tequatrovirus
NODE_10995_length_226_cov_3.368421	Bequatrovirus
NODE_10996_length_226_cov_3.064327	Epseptimavirus
NODE_10997_length_226_cov_2.362573	Caeruleovirus
NODE_10998_length_226_cov_2.350877	Pseudotevenvirus
NODE_11001_length_226_cov_2.099415	Derbicusvirus
NODE_11003_length_226_cov_1.824561	Wphvirus
NODE_11004_length_226_cov_1.497076	Rerduovirus
NODE_11005_length_226_cov_1.473684	Jesfedecavirus
NODE_11007_length_226_cov_1.309942	Pagevirus
NODE_11008_length_226_cov_1.304094	Friunavirus
NODE_11011_length_226_cov_1.304094	Muvirus
NODE_11012_length_226_cov_1.304094	Phimunavirus
NODE_11013_length_226_cov_1.286550	Luzseptimavirus
NODE_11014_length_226_cov_1.286550	Pleetrevirus
NODE_11017_length_226_cov_1.239766	Pukovnikvirus
NODE_11019_length_226_cov_1.099415	Slashvirus
NODE_11020_length_226_cov_1.064327	Lederbergvirus
NODE_11021_length_226_cov_1.052632	Orchidvirus
NODE_11022_length_226_cov_1.052632	Lederbergvirus
NODE_11023_length_226_cov_1.052632	Fengtaivirus
NODE_11024_length_226_cov_1.046784	Whiteheadvirus
NODE_11028_length_226_cov_1.005848	Iaduovirus
NODE_11029_length_226_cov_0.994152	Kratiovirus
NODE_11030_length_226_cov_0.976608	Obolenskvirus
NODE_11031_length_226_cov_0.976608	Omegavirus
NODE_11032_length_226_cov_0.959064	Przondovirus
NODE_11034_length_226_cov_0.941520	Felixounavirus
NODE_11035_length_226_cov_0.894737	Tlsvirus
NODE_11036_length_226_cov_0.888889	Oslovirus
NODE_11037_length_226_cov_0.883041	Obolenskvirus
NODE_11038_length_226_cov_0.830409	Oneupvirus
NODE_11039_length_226_cov_0.801170	Fromanvirus
NODE_11042_length_226_cov_0.789474	Baxtervirus
NODE_11044_length_226_cov_0.789474	Kuravirus
NODE_11045_length_226_cov_0.789474	Lavrentievavirus
NODE_11046_length_226_cov_0.789474	Dongdastvirus
NODE_11047_length_226_cov_0.789474	Timquatrovirus
NODE_11048_length_226_cov_0.777778	Woesvirus
NODE_11049_length_226_cov_0.771930	Steinhofvirus
NODE_11050_length_226_cov_0.760234	Ravinvirus
NODE_11051_length_226_cov_0.742690	Anamdongvirus
NODE_11052_length_226_cov_0.719298	Bowservirus
NODE_11054_length_225_cov_9.523529	Tequatrovirus
NODE_11055_length_225_cov_7.588235	Tequatrovirus
NODE_11056_length_225_cov_2.964706	Dhakavirus
NODE_11057_length_225_cov_2.688235	Pseudotevenvirus
NODE_11059_length_225_cov_2.511765	Incheonvirus
NODE_11060_length_225_cov_2.105882	Siminovitchvirus
NODE_11061_length_225_cov_1.847059	Dongdastvirus
NODE_11062_length_225_cov_1.841176	Nezavisimistyvirus
NODE_11063_length_225_cov_1.823529	Dhakavirus
NODE_11064_length_225_cov_1.688235	Caeruleovirus
NODE_11066_length_225_cov_1.570588	Bantamvirus
NODE_11067_length_225_cov_1.552941	Kostyavirus
NODE_11068_length_225_cov_1.547059	Saphexavirus
NODE_11069_length_225_cov_1.535294	Tequintavirus
NODE_11070_length_225_cov_1.411765	Epseptimavirus
NODE_11071_length_225_cov_1.323529	Nankokuvirus
NODE_11072_length_225_cov_1.317647	Claudivirus
NODE_11073_length_225_cov_1.317647	Diegovirus
NODE_11076_length_225_cov_1.305882	Punavirus
NODE_11078_length_225_cov_1.294118	Mooglevirus
NODE_11079_length_225_cov_1.276471	Siminovitchvirus
NODE_11080_length_225_cov_1.270588	Lumosvirus
NODE_11081_length_225_cov_1.270588	Machinavirus
NODE_11082_length_225_cov_1.223529	Usarudivirus
NODE_11083_length_225_cov_1.211765	Cheoctovirus
NODE_11084_length_225_cov_1.205882	Phimunavirus
NODE_11085_length_225_cov_1.188235	Smoothievirus
NODE_11086_length_225_cov_1.182353	Omegavirus
NODE_11087_length_225_cov_1.170588	Unaquatrovirus
NODE_11088_length_225_cov_1.170588	Lumosvirus
NODE_11090_length_225_cov_1.058824	Demosthenesvirus
NODE_11091_length_225_cov_1.052941	Mudcatvirus
NODE_11092_length_225_cov_1.052941	Fromanvirus
NODE_11093_length_225_cov_1.052941	Nankokuvirus
NODE_11094_length_225_cov_1.047059	Wizardvirus
NODE_11095_length_225_cov_1.047059	Charlievirus
NODE_11096_length_225_cov_1.047059	Whiteheadvirus
NODE_11097_length_225_cov_1.047059	Jujuvirus
NODE_11099_length_225_cov_1.000000	Yvonnevirus
NODE_11102_length_225_cov_0.947059	Otagovirus
NODE_11103_length_225_cov_0.923529	Jesfedecavirus
NODE_11104_length_225_cov_0.894118	Dongdastvirus
NODE_11105_length_225_cov_0.882353	Kratiovirus
NODE_11106_length_225_cov_0.870588	Gamtrevirus
NODE_11107_length_225_cov_0.794118	Dhillonvirus
NODE_11108_length_225_cov_0.794118	Brunovirus
NODE_11110_length_225_cov_0.794118	Phimunavirus
NODE_11111_length_225_cov_0.794118	Unahavirus
NODE_11112_length_225_cov_0.794118	Lavrentievavirus
NODE_11113_length_225_cov_0.794118	Pifdecavirus
NODE_11114_length_225_cov_0.794118	Nipunavirus
NODE_11115_length_225_cov_0.794118	Dubowvirus
NODE_11116_length_225_cov_0.788235	Jerseyvirus
NODE_11117_length_225_cov_0.782353	Kratiovirus
NODE_11118_length_225_cov_0.782353	Vilniusvirus
NODE_11119_length_225_cov_0.776471	Webervirus
NODE_11120_length_225_cov_0.770588	Colunavirus
NODE_11121_length_225_cov_0.752941	Nipunavirus
NODE_11122_length_225_cov_0.741176	Woodruffvirus
NODE_11123_length_225_cov_0.729412	Caeruleovirus
NODE_11125_length_225_cov_0.711765	Casadabanvirus
NODE_11126_length_225_cov_0.705882	Pifdecavirus
NODE_11127_length_225_cov_0.682353	Peduovirus
NODE_11129_length_225_cov_0.617647	Nymphadoravirus
NODE_11130_length_224_cov_13.497041	Tequatrovirus
NODE_11131_length_224_cov_12.852071	Tequatrovirus
NODE_11132_length_224_cov_8.461538	Tequatrovirus
NODE_11133_length_224_cov_3.005917	Wphvirus
NODE_11134_length_224_cov_2.656805	Chiangmaivirus
NODE_11135_length_224_cov_2.177515	Gaprivervirus
NODE_11137_length_224_cov_2.124260	Nezavisimistyvirus
NODE_11138_length_224_cov_1.863905	Citrovirus
NODE_11139_length_224_cov_1.857988	Felixounavirus
NODE_11140_length_224_cov_1.846154	Tequintavirus
NODE_11141_length_224_cov_1.786982	Bixzunavirus
NODE_11144_length_224_cov_1.568047	Efquatrovirus
NODE_11146_length_224_cov_1.372781	Usarudivirus
NODE_11147_length_224_cov_1.349112	Teetrevirus
NODE_11149_length_224_cov_1.343195	Otagovirus
NODE_11151_length_224_cov_1.319527	Pleetrevirus
NODE_11153_length_224_cov_1.319527	Emdodecavirus
NODE_11154_length_224_cov_1.295858	Colunavirus
NODE_11155_length_224_cov_1.278107	Fromanvirus
NODE_11156_length_224_cov_1.278107	Ceduovirus
NODE_11159_length_224_cov_1.213018	Gordtnkvirus
NODE_11160_length_224_cov_1.177515	Teetrevirus
NODE_11162_length_224_cov_1.159763	Jujuvirus
NODE_11163_length_224_cov_1.153846	Colunavirus
NODE_11165_length_224_cov_1.065089	Pinnievirus
NODE_11166_length_224_cov_1.065089	Teetrevirus
NODE_11167_length_224_cov_1.059172	Bixzunavirus
NODE_11168_length_224_cov_1.059172	Yvonnevirus
NODE_11169_length_224_cov_1.053254	Pahexavirus
NODE_11172_length_224_cov_1.053254	Coopervirus
NODE_11173_length_224_cov_1.035503	Kleczkowskavirus
NODE_11174_length_224_cov_1.035503	Vicugna
NODE_11176_length_224_cov_1.029586	Berlinvirus
NODE_11177_length_224_cov_1.023669	Gordtnkvirus
NODE_11178_length_224_cov_1.023669	Turbidovirus
NODE_11179_length_224_cov_0.934911	Demosthenesvirus
NODE_11180_length_224_cov_0.911243	Drulisvirus
NODE_11181_length_224_cov_0.863905	Pleetrevirus
NODE_11182_length_224_cov_0.834320	Bendigovirus
NODE_11184_length_224_cov_0.798817	Minipunavirus
NODE_11185_length_224_cov_0.798817	Tinduovirus
NODE_11187_length_224_cov_0.798817	Mudcatvirus
NODE_11188_length_224_cov_0.792899	Nankokuvirus
NODE_11190_length_224_cov_0.792899	Woodruffvirus
NODE_11191_length_224_cov_0.786982	Faithunavirus
NODE_11192_length_224_cov_0.786982	Pollockvirus
NODE_11193_length_224_cov_0.786982	Aghbyvirus
NODE_11194_length_224_cov_0.786982	Gamtrevirus
NODE_11195_length_224_cov_0.786982	Bippervirus
NODE_11197_length_224_cov_0.781065	Kostyavirus
NODE_11198_length_224_cov_0.763314	Teetrevirus
NODE_11199_length_224_cov_0.698225	Keshuvirus
NODE_11200_length_224_cov_0.698225	Gesputvirus
NODE_11201_length_224_cov_0.674556	Demosthenesvirus
NODE_11202_length_224_cov_0.674556	Kagunavirus
NODE_11203_length_224_cov_0.656805	Seuratvirus
NODE_11204_length_224_cov_0.603550	Litunavirus
NODE_11205_length_224_cov_0.603550	Jujuvirus
NODE_11206_length_223_cov_3.434524	Dhakavirus
NODE_11207_length_223_cov_3.172619	Derbicusvirus
NODE_11208_length_223_cov_2.845238	Gaprivervirus
NODE_11209_length_223_cov_2.672619	Dhakavirus
NODE_11210_length_223_cov_2.375000	Gaprivervirus
NODE_11211_length_223_cov_2.363095	Mosigvirus
NODE_11212_length_223_cov_2.130952	Claudivirus
NODE_11213_length_223_cov_1.863095	Dhakavirus
NODE_11214_length_223_cov_1.607143	Citrovirus
NODE_11216_length_223_cov_1.601190	Demosthenesvirus
NODE_11217_length_223_cov_1.595238	Oslovirus
NODE_11218_length_223_cov_1.589286	Webervirus
NODE_11219_length_223_cov_1.559524	Bixzunavirus
NODE_11220_length_223_cov_1.517857	Pleeduovirus
NODE_11222_length_223_cov_1.410714	Omegavirus
NODE_11223_length_223_cov_1.339286	Wphvirus
NODE_11225_length_223_cov_1.339286	Jesfedecavirus
NODE_11226_length_223_cov_1.333333	Samistivirus
NODE_11227_length_223_cov_1.327381	Claudivirus
NODE_11228_length_223_cov_1.321429	Colunavirus
NODE_11230_length_223_cov_1.184524	Demosthenesvirus
NODE_11232_length_223_cov_1.071429	Bruynoghevirus
NODE_11234_length_223_cov_1.071429	Lederbergvirus
NODE_11235_length_223_cov_1.065476	Gladiatorvirus
NODE_11236_length_223_cov_1.065476	Vicugna
NODE_11237_length_223_cov_1.065476	Mudcatvirus
NODE_11238_length_223_cov_1.065476	Jesfedecavirus
NODE_11239_length_223_cov_1.065476	Omegavirus
NODE_11240_length_223_cov_1.065476	Dubowvirus
NODE_11246_length_223_cov_1.035714	Abouovirus
NODE_11247_length_223_cov_1.017857	Kotilavirus
NODE_11248_length_223_cov_0.988095	Demosthenesvirus
NODE_11249_length_223_cov_0.976190	Vilniusvirus
NODE_11250_length_223_cov_0.970238	Samistivirus
NODE_11251_length_223_cov_0.952381	Bendigovirus
NODE_11252_length_223_cov_0.875000	Dongdastvirus
NODE_11253_length_223_cov_0.803571	Gamtrevirus
NODE_11254_length_223_cov_0.803571	Cheoctovirus
NODE_11256_length_223_cov_0.803571	Mudcatvirus
NODE_11257_length_223_cov_0.803571	Turbidovirus
NODE_11259_length_223_cov_0.797619	Friunavirus
NODE_11260_length_223_cov_0.797619	Saltrevirus
NODE_11261_length_223_cov_0.797619	Fengtaivirus
NODE_11262_length_223_cov_0.791667	Bantamvirus
NODE_11263_length_223_cov_0.791667	Wizardvirus
NODE_11264_length_223_cov_0.785714	Saltrevirus
NODE_11265_length_223_cov_0.779762	Bippervirus
NODE_11266_length_223_cov_0.750000	Vegasvirus
NODE_11268_length_223_cov_0.696429	Bruynoghevirus
NODE_11269_length_223_cov_0.630952	Betterkatzvirus
NODE_11270_length_223_cov_0.625000	Fromanvirus
NODE_11271_length_223_cov_0.625000	Orchidvirus
NODE_11272_length_223_cov_0.625000	Jujuvirus
NODE_11273_length_223_cov_0.494048	Gladiatorvirus
NODE_11274_length_222_cov_3.760479	Mooglevirus
NODE_11275_length_222_cov_3.335329	Dhakavirus
NODE_11276_length_222_cov_2.688623	Mooglevirus
NODE_11277_length_222_cov_2.670659	Bequatrovirus
NODE_11278_length_222_cov_2.586826	Jenstvirus
NODE_11279_length_222_cov_2.508982	Tequintavirus
NODE_11280_length_222_cov_2.149701	Wphvirus
NODE_11281_length_222_cov_2.041916	Felixounavirus
NODE_11282_length_222_cov_1.880240	Cecivirus
NODE_11284_length_222_cov_1.850299	Dhakavirus
NODE_11285_length_222_cov_1.616766	Tinduovirus
NODE_11286_length_222_cov_1.610778	Nankokuvirus
NODE_11287_length_222_cov_1.610778	Dongdastvirus
NODE_11288_length_222_cov_1.604790	Tequintavirus
NODE_11289_length_222_cov_1.604790	Paundecimvirus
NODE_11290_length_222_cov_1.550898	Seuratvirus
NODE_11291_length_222_cov_1.544910	Tequintavirus
NODE_11292_length_222_cov_1.389222	Webervirus
NODE_11293_length_222_cov_1.389222	Litunavirus
NODE_11294_length_222_cov_1.347305	Siminovitchvirus
NODE_11296_length_222_cov_1.341317	Saltrevirus
NODE_11297_length_222_cov_1.341317	Harrisonvirus
NODE_11298_length_222_cov_1.341317	Triavirus
NODE_11299_length_222_cov_1.335329	Seuratvirus
NODE_11300_length_222_cov_1.335329	Nipunavirus
NODE_11301_length_222_cov_1.293413	Oneupvirus
NODE_11302_length_222_cov_1.257485	Bixzunavirus
NODE_11303_length_222_cov_1.227545	Kelleziovirus
NODE_11304_length_222_cov_1.227545	Kagunavirus
NODE_11305_length_222_cov_1.191617	Smoothievirus
NODE_11306_length_222_cov_1.173653	Pleeduovirus
NODE_11307_length_222_cov_1.161677	Rerduovirus
NODE_11308_length_222_cov_1.137725	Orchidvirus
NODE_11309_length_222_cov_1.077844	Jesfedecavirus
NODE_11310_length_222_cov_1.077844	Nonagvirus
NODE_11311_length_222_cov_1.077844	Lauvirus
NODE_11312_length_222_cov_1.077844	Hedwigvirus
NODE_11313_length_222_cov_1.077844	Waukeshavirus
NODE_11314_length_222_cov_1.071856	Cheoctovirus
NODE_11315_length_222_cov_1.071856	Dongdastvirus
NODE_11316_length_222_cov_1.071856	Bifseptvirus
NODE_11317_length_222_cov_1.071856	Tinduovirus
NODE_11318_length_222_cov_1.071856	Timquatrovirus
NODE_11320_length_222_cov_1.029940	Tlsvirus
NODE_11321_length_222_cov_1.023952	Pbunavirus
NODE_11322_length_222_cov_1.005988	Paundecimvirus
NODE_11323_length_222_cov_0.940120	Vendettavirus
NODE_11324_length_222_cov_0.832335	Bantamvirus
NODE_11325_length_222_cov_0.808383	Galunavirus
NODE_11326_length_222_cov_0.808383	Vegasvirus
NODE_11328_length_222_cov_0.808383	Vendettavirus
NODE_11329_length_222_cov_0.802395	Kuttervirus
NODE_11331_length_222_cov_0.790419	Saltrevirus
NODE_11332_length_222_cov_0.790419	Dhillonvirus
NODE_11333_length_222_cov_0.772455	Getseptimavirus
NODE_11334_length_222_cov_0.766467	Kostyavirus
NODE_11335_length_222_cov_0.754491	Kratiovirus
NODE_11336_length_222_cov_0.736527	Certrevirus
NODE_11337_length_222_cov_0.730539	Coopervirus
NODE_11339_length_222_cov_0.712575	Gordtnkvirus
NODE_11341_length_222_cov_0.694611	Smoothievirus
NODE_11342_length_222_cov_0.694611	Acadevirus
NODE_11343_length_221_cov_4.030120	Gelderlandvirus
NODE_11344_length_221_cov_3.626506	Wphvirus
NODE_11346_length_221_cov_2.108434	Wphvirus
NODE_11347_length_221_cov_1.897590	Dhakavirus
NODE_11348_length_221_cov_1.885542	Bixzunavirus
NODE_11349_length_221_cov_1.885542	Wphvirus
NODE_11350_length_221_cov_1.626506	Rockefellervirus
NODE_11351_length_221_cov_1.626506	Wphvirus
NODE_11352_length_221_cov_1.620482	Lumosvirus
NODE_11353_length_221_cov_1.620482	Derbicusvirus
NODE_11355_length_221_cov_1.614458	Slashvirus
NODE_11356_length_221_cov_1.608434	Libanvirus
NODE_11357_length_221_cov_1.554217	Bixzunavirus
NODE_11359_length_221_cov_1.355422	Nezavisimistyvirus
NODE_11360_length_221_cov_1.355422	Wphvirus
NODE_11361_length_221_cov_1.355422	Cecivirus
NODE_11362_length_221_cov_1.355422	Bottigliavirus
NODE_11363_length_221_cov_1.349398	Kuttervirus
NODE_11364_length_221_cov_1.343373	Nonagvirus
NODE_11365_length_221_cov_1.343373	Nezavisimistyvirus
NODE_11366_length_221_cov_1.331325	Litunavirus
NODE_11367_length_221_cov_1.216867	Nonagvirus
NODE_11368_length_221_cov_1.216867	Pegunavirus
NODE_11369_length_221_cov_1.180723	Woodruffvirus
NODE_11370_length_221_cov_1.156627	Kratiovirus
NODE_11371_length_221_cov_1.114458	Microwolfvirus
NODE_11372_length_221_cov_1.084337	Bixzunavirus
NODE_11373_length_221_cov_1.084337	Pleetrevirus
NODE_11374_length_221_cov_1.078313	Pegunavirus
NODE_11375_length_221_cov_1.078313	Gamtrevirus
NODE_11376_length_221_cov_1.078313	Jenstvirus
NODE_11377_length_221_cov_1.078313	Samistivirus
NODE_11379_length_221_cov_1.066265	Omegavirus
NODE_11380_length_221_cov_1.066265	Samistivirus
NODE_11381_length_221_cov_1.048193	Tinduovirus
NODE_11382_length_221_cov_1.042169	Charlievirus
NODE_11384_length_221_cov_1.018072	Anamdongvirus
NODE_11385_length_221_cov_1.006024	Turbidovirus
NODE_11386_length_221_cov_1.000000	Nankokuvirus
NODE_11387_length_221_cov_0.945783	Otagovirus
NODE_11388_length_221_cov_0.921687	Faithunavirus
NODE_11390_length_221_cov_0.891566	Fromanvirus
NODE_11391_length_221_cov_0.861446	Fishburnevirus
NODE_11392_length_221_cov_0.849398	Demosthenesvirus
NODE_11393_length_221_cov_0.849398	Fromanvirus
NODE_11394_length_221_cov_0.819277	Nymphadoravirus
NODE_11395_length_221_cov_0.813253	Wizardvirus
NODE_11396_length_221_cov_0.813253	Benedictvirus
NODE_11397_length_221_cov_0.813253	Bifseptvirus
NODE_11398_length_221_cov_0.813253	Timquatrovirus
NODE_11399_length_221_cov_0.813253	Nonagvirus
NODE_11400_length_221_cov_0.813253	Tlsvirus
NODE_11402_length_221_cov_0.807229	Brunovirus
NODE_11403_length_221_cov_0.807229	Claudivirus
NODE_11404_length_221_cov_0.807229	Yvonnevirus
NODE_11407_length_221_cov_0.801205	Novosibovirus
NODE_11408_length_221_cov_0.783133	Litunavirus
NODE_11409_length_221_cov_0.728916	Dendoorenvirus
NODE_11410_length_221_cov_0.704819	Pahexavirus
NODE_11411_length_221_cov_0.650602	Nymphadoravirus
NODE_11412_length_221_cov_0.650602	Soupsvirus
NODE_11413_length_221_cov_0.626506	Dhillonvirus
NODE_11414_length_221_cov_0.584337	Kagunavirus
NODE_11415_length_220_cov_3.842424	Wphvirus
NODE_11416_length_220_cov_3.266667	Caeruleovirus
NODE_11417_length_220_cov_3.260606	Pseudotevenvirus
NODE_11418_length_220_cov_2.709091	Moonvirus
NODE_11419_length_220_cov_2.703030	Emdodecavirus
NODE_11424_length_220_cov_1.878788	Bequatrovirus
NODE_11425_length_220_cov_1.878788	Tequintavirus
NODE_11426_length_220_cov_1.721212	Tlsvirus
NODE_11430_length_220_cov_1.618182	Muvirus
NODE_11431_length_220_cov_1.606061	Lederbergvirus
NODE_11432_length_220_cov_1.363636	Bruynoghevirus
NODE_11433_length_220_cov_1.357576	Fengtaivirus
NODE_11435_length_220_cov_1.357576	Tinduovirus
NODE_11436_length_220_cov_1.345455	Fromanvirus
NODE_11437_length_220_cov_1.339394	Bowservirus
NODE_11439_length_220_cov_1.309091	Kratiovirus
NODE_11440_length_220_cov_1.272727	Felixounavirus
NODE_11441_length_220_cov_1.187879	Suspvirus
NODE_11442_length_220_cov_1.090909	Soupsvirus
NODE_11443_length_220_cov_1.090909	Pseudotevenvirus
NODE_11448_length_220_cov_1.084848	Demosthenesvirus
NODE_11449_length_220_cov_1.084848	Britbratvirus
NODE_11450_length_220_cov_1.078788	Septimatrevirus
NODE_11451_length_220_cov_1.078788	Bippervirus
NODE_11452_length_220_cov_1.078788	Gamtrevirus
NODE_11453_length_220_cov_1.078788	Enhodamvirus
NODE_11455_length_220_cov_1.000000	Faithunavirus
NODE_11456_length_220_cov_0.993939	Kratiovirus
NODE_11457_length_220_cov_0.963636	Tinduovirus
NODE_11458_length_220_cov_0.963636	Pegunavirus
NODE_11459_length_220_cov_0.884848	Cheoctovirus
NODE_11461_length_220_cov_0.830303	Tinduovirus
NODE_11463_length_220_cov_0.818182	Gamtrevirus
NODE_11464_length_220_cov_0.818182	Foxborovirus
NODE_11465_length_220_cov_0.812121	Bottigliavirus
NODE_11466_length_220_cov_0.812121	Baylorvirus
NODE_11468_length_220_cov_0.812121	Orchidvirus
NODE_11469_length_220_cov_0.812121	Pamexvirus
NODE_11470_length_220_cov_0.812121	Omegavirus
NODE_11471_length_220_cov_0.812121	Kelleziovirus
NODE_11472_length_220_cov_0.812121	Bippervirus
NODE_11475_length_220_cov_0.806061	Jilinvirus
NODE_11476_length_220_cov_0.806061	Kratiovirus
NODE_11477_length_220_cov_0.806061	Kelleziovirus
NODE_11478_length_220_cov_0.800000	Omegavirus
NODE_11479_length_220_cov_0.800000	Steinhofvirus
NODE_11480_length_220_cov_0.793939	Benedictvirus
NODE_11481_length_220_cov_0.763636	Timquatrovirus
NODE_11482_length_220_cov_0.757576	Cheoctovirus
NODE_11483_length_220_cov_0.751515	Kagunavirus
NODE_11484_length_220_cov_0.739394	Yvonnevirus
NODE_11485_length_219_cov_2.713415	Moonvirus
NODE_11486_length_219_cov_2.664634	Dhakavirus
NODE_11488_length_219_cov_1.725610	Demosthenesvirus
NODE_11491_length_219_cov_1.640244	Hoswirudivirus
NODE_11494_length_219_cov_1.634146	Abouovirus
NODE_11495_length_219_cov_1.628049	Kuravirus
NODE_11496_length_219_cov_1.621951	Orchidvirus
NODE_11497_length_219_cov_1.536585	Gaprivervirus
NODE_11499_length_219_cov_1.371951	Dongdastvirus
NODE_11500_length_219_cov_1.371951	Citrovirus
NODE_11501_length_219_cov_1.365854	Oneupvirus
NODE_11502_length_219_cov_1.359756	Bantamvirus
NODE_11503_length_219_cov_1.359756	Gorjumvirus
NODE_11505_length_219_cov_1.347561	Anayavirus
NODE_11506_length_219_cov_1.219512	Wellingtonvirus
NODE_11507_length_219_cov_1.115854	Apdecimavirus
NODE_11508_length_219_cov_1.097561	Woesvirus
NODE_11509_length_219_cov_1.097561	Yuavirus
NODE_11510_length_219_cov_1.091463	Pifdecavirus
NODE_11512_length_219_cov_1.091463	Omegavirus
NODE_11514_length_219_cov_1.079268	Smoothievirus
NODE_11515_length_219_cov_1.079268	Acadianvirus
